time,Inputshaft_rpm,InputShaft_torque,Propeller_torque,ShipSpeed
70.263,78.49088332,17318.59001,48843.5644,5
70.264,78.4767798,17319.92022,48803.5282,5
70.265,78.46338196,17321.21593,48763.6137,5
70.266,78.45085674,17322.46049,48724.3108,5
70.267,78.43936032,17323.63805,48686.1064,5
70.268,78.42903623,17324.73373,48649.4765,5
70.269,78.42001343,17325.73385,48614.8714,5
70.27,78.41240476,17326.62612,48582.7133,5
70.271,78.40630543,17327.39977,48553.4002,5
70.272,78.40179181,17328.04563,48527.2963,5
70.273,78.39892048,17328.5563,48504.7197,5
70.274,78.39772745,17328.92616,48485.9444,5
70.275,78.39822776,17329.1514,48471.2042,5
70.276,78.4004152,17329.23005,48460.683,5
70.277,78.40426247,17329.16197,48454.5068,5
70.278,78.40972145,17328.94879,48452.7495,5
70.279,78.41672388,17328.59384,48455.4366,5
70.28,78.42518219,17328.10212,48462.5379,5
70.281,78.43499065,17327.48016,48473.963,5
70.282,78.4460267,17326.73594,48489.5709,5
70.283,78.45815251,17325.87879,48509.1745,5
70.284,78.47121677,17324.91924,48532.5347,5
70.285,78.48505656,17323.86892,48559.3609,5
70.286,78.49949946,17322.74041,48589.3227,5
70.287,78.51436568,17321.54713,48622.0556,5
70.288,78.52947036,17320.30318,48657.1566,5
70.289,78.54462585,17319.02321,48694.1882,5
70.29,78.55964408,17317.72229,48732.6931,5
70.291,78.57433887,17316.41573,48772.199,5
70.292,78.58852823,17315.11896,48812.2154,5
70.293,78.60203664,17313.84736,48852.2414,5
70.294,78.61469714,17312.61614,48891.7808,5
70.295,78.62635343,17311.44013,48930.3456,5
70.296,78.63686173,17310.33363,48967.453,5
70.297,78.64609254,17309.31027,49002.6362,5
70.298,78.65393219,17308.38283,49035.4583,5
70.299,78.66028422,17307.56308,49065.5121,5
70.3,78.66507054,17306.86162,49092.4186,5
70.301,78.66823234,17306.28771,49115.8378,5
70.302,78.66973083,17305.84918,49135.4797,5
70.303,78.66954766,17305.55222,49151.1005,5
70.304,78.66768516,17305.40133,49162.501,5
70.305,78.66416628,17305.39921,49169.5364,5
70.306,78.65903438,17305.54667,49172.1226,5
70.307,78.65235261,17305.84258,49170.2293,5
70.308,78.64420324,17306.28388,49163.8769,5
70.309,78.63468662,17306.86556,49153.1445,5
70.31,78.62391998,17307.58069,49138.1714,5
70.311,78.61203603,17308.42053,49119.1469,5
70.312,78.59918136,17309.37461,49096.3057,5
70.313,78.58551464,17310.43085,49069.9342,5
70.314,78.57120471,17311.57573,49040.3671,5
70.315,78.55642852,17312.79451,49007.9741,5
70.316,78.54136897,17314.07138,48973.1558,5
70.317,78.52621262,17315.38974,48936.3474,5
70.318,78.51114748,17316.7324,48898.0118,5
70.319,78.49636057,17318.0819,48858.6248,5
70.32,78.48203568,17319.42069,48818.6714,5
70.321,78.46835104,17320.73143,48778.6494,5
70.322,78.45547708,17321.99723,48739.0583,5
70.323,78.4435743,17323.20191,48700.3855,5
70.324,78.43279122,17324.33021,48663.1053,5
70.325,78.42326251,17325.36796,48627.6806,5
70.326,78.4151073,17326.30234,48594.551,5
70.327,78.40842759,17327.12198,48564.1211,5
70.328,78.40330701,17327.8171,48536.7627,5
70.329,78.39980973,17328.37962,48512.8157,5
70.33,78.39797959,17328.80323,48492.5764,5
70.331,78.39783959,17329.08345,48476.2895,5
70.332,78.39939156,17329.21761,48464.1537,5
70.333,78.40261615,17329.20488,48456.3218,5
70.334,78.40747304,17329.04623,48452.8917,5
70.335,78.41390149,17328.74435,48453.9018,5
70.336,78.42182112,17328.30363,48459.3395,5
70.337,78.43113291,17327.73002,48469.143,5
70.338,78.44172048,17327.03097,48483.1929,5
70.339,78.45345159,17326.21532,48501.3132,5
70.34,78.46617979,17325.29316,48523.282,5
70.341,78.47974632,17324.27571,48548.8344,5
70.342,78.49398209,17323.17521,48577.6558,5
70.343,78.50870985,17322.00478,48609.3873,5
70.344,78.52374638,17320.77829,48643.6397,5
70.345,78.53890481,17319.51018,48679.9945,5
70.346,78.55399695,17318.21538,48718.001,5
70.347,78.56883562,17316.90914,48757.1849,5
70.348,78.58323701,17315.60686,48797.0635,5
70.349,78.59702287,17314.32395,48837.1455,5
70.35,78.61002277,17313.07571,48876.93,5
70.351,78.62207616,17311.87712,48915.9189,5
70.352,78.6330343,17310.7427,48953.6298,5
70.353,78.6427621,17309.68637,48989.595,5
70.354,78.65113974,17308.72125,49023.3617,5
70.355,78.65806411,17307.85949,49054.5058,5
70.356,78.66345007,17307.11217,49082.6412,5
70.357,78.6672314,17306.48906,49107.4174,5
70.358,78.66936171,17305.99855,49128.5202,5
70.359,78.66981486,17305.64747,49145.6838,5
70.36,78.66858536,17305.44097,49158.6971,5
70.361,78.6656884,17305.38243,49167.398,5
70.362,78.66115967,17305.4734,49171.6737,5
70.363,78.65505491,17305.71346,49171.4704,5
70.364,78.64744929,17306.10031,49166.7955,5
70.365,78.63843643,17306.62965,49157.7084,5
70.366,78.62812736,17307.29528,49144.3191,5
70.367,78.61664911,17308.08914,49126.797,5
70.368,78.60414322,17309.00138,49105.3667,5
70.369,78.59076402,17310.02053,49080.2958,5
70.37,78.57667674,17311.13359,49051.8947,5
70.371,78.56205552,17312.32625,49020.5206,5
70.372,78.54708126,17313.58308,48986.5697,5
70.373,78.53193942,17314.88775,48950.4637,5
70.374,78.51681773,17316.22328,48912.649,5
70.375,78.50190385,17317.57226,48873.5994,5
70.376,78.48738307,17318.91715,48833.8033,5
70.377,78.47343599,17320.2405,48793.7516,5
70.378,78.46023624,17321.52523,48753.938,5
70.379,78.44794831,17322.75486,48714.8587,5
70.38,78.43672549,17323.91375,48676.9991,5
70.381,78.4267079,17324.9873,48640.8228,5
70.382,78.41802072,17325.96216,48606.774,5
70.383,78.41077259,17326.8264,48575.276,5
70.384,78.40505422,17327.56961,48546.7178,5
70.385,78.40093725,17328.18308,48521.4465,5
70.386,78.39847328,17328.65981,48499.7716,5
70.387,78.39769324,17328.99462,48481.9635,5
70.388,78.39860698,17329.18417,48468.2416,5
70.389,78.40120313,17329.22693,48458.7702,5
70.39,78.40544924,17329.1232,48453.6657,5
70.391,78.41129223,17328.87502,48452.9957,5
70.392,78.41865903,17328.48615,48456.7683,5
70.393,78.42745751,17327.96195,48464.9335,5
70.394,78.43757771,17327.30934,48477.393,5
70.395,78.44889317,17326.53664,48493.9987,5
70.396,78.46126262,17325.65346,48514.5455,5
70.397,78.47453172,17324.67063,48538.7778,5
70.398,78.48853504,17323.60002,48566.4003,5
70.399,78.50309815,17322.45442,48597.0771,5
70.4,78.51803982,17321.24744,48630.428,5
70.401,78.53317429,17319.99333,48666.0385,5
70.402,78.54831358,17318.70684,48703.4722,5
70.403,78.56326988,17317.40312,48742.2692,5
70.404,78.57785781,17316.09752,48781.9457,5
70.405,78.59189677,17314.80549,48822.0074,5
70.406,78.60521312,17313.54236,48861.9604,5
70.407,78.61764235,17312.32328,48901.3099,5
70.408,78.62903102,17311.16294,48939.5621,5
70.409,78.63923869,17310.07551,48976.2386,5
70.41,78.64813959,17309.07444,49010.8855,5
70.411,78.65562413,17308.17226,49043.0709,5
70.412,78.66160026,17307.38047,49072.3883,5
70.413,78.66599449,17306.70936,49098.4698,5
70.414,78.66875287,17306.16785,49120.9933,5
70.415,78.66984156,17305.76338,49139.6765,5
70.416,78.66924724,17305.50175,49154.2809,5
70.417,78.66697729,17305.38702,49164.6241,5
70.418,78.6630597,17305.42143,49170.5809,5
70.419,78.6575427,17305.60532,49172.076,5
70.42,78.6504942,17305.9371,49169.0869,5
70.421,78.64200098,17306.41322,49161.6534,5
70.422,78.63216763,17307.0282,49149.8733,5
70.423,78.6211153,17307.77467,49133.8929,5
70.424,78.60898026,17308.64344,49113.9095,5
70.425,78.5959122,17309.62364,49090.1768,5
70.426,78.58207246,17310.70282,49062.9957,5
70.427,78.56763206,17311.86716,49032.7036,5
70.428,78.5527696,17313.10162,48999.6767,5
70.429,78.5376691,17314.39018,48964.3308,5
70.43,78.52251767,17315.71608,48927.1094,5
70.431,78.5075033,17317.06203,48888.4724,5
70.432,78.49281245,17318.41053,48848.8985,5
70.433,78.47862774,17319.74405,48808.8829,5
70.434,78.46512571,17321.04535,48768.9235,5
70.435,78.45247455,17322.29769,48729.5111,5
70.436,78.44083202,17323.48509,48691.132,5
70.437,78.43034344,17324.59253,48654.2644,5
70.438,78.42113982,17325.60617,48619.3637,5
70.439,78.41333623,17326.51351,48586.8556,5
70.44,78.40703031,17327.30358,48557.1401,5
70.441,78.40230104,17327.96699,48530.5871,5
70.442,78.39920766,17328.4961,48507.5225,5
70.443,78.39778898,17328.88503,48488.2254,5
70.444,78.39806286,17329.12975,48472.9336,5
70.445,78.40002593,17329.22805,48461.8394,5
70.446,78.40365368,17329.17953,48455.0776,5
70.447,78.40890076,17328.98558,48452.7275,5
70.448,78.41570156,17328.64933,48454.8206,5
70.449,78.42397102,17328.17554,48461.3355,5
70.45,78.43360577,17327.57055,48472.1903,5
70.451,78.4444854,17326.84216,48487.2492,5
70.452,78.45647404,17325.99952,48506.3309,5
70.453,78.46942207,17325.05301,48529.2046,5
70.454,78.483168,17324.01411,48555.5864,5
70.455,78.49754056,17322.89529,48585.1496,5
70.456,78.51236082,17321.70987,48617.5342,5
70.457,78.52744445,17320.47185,48652.3432,5
70.458,78.54260406,17319.19584,48689.1434,5
70.459,78.55765148,17317.89683,48727.4785,5
70.46,78.57240014,17316.59013,48766.878,5
70.461,78.58666739,17315.29116,48806.8551,5
70.462,78.60027668,17314.01531,48846.9093,5
70.463,78.61305982,17312.77783,48886.5422,5
70.464,78.62485894,17311.59359,48925.2647,5
70.465,78.63552851,17310.47699,48962.5946,5
70.466,78.644937,17309.44176,48998.0616,5
70.467,78.65296856,17308.5008,49031.2232,5
70.468,78.65952436,17307.66602,49061.669,5
70.469,78.66452378,17306.94818,49089.0172,5
70.47,78.6679054,17306.35674,49112.921,5
70.471,78.66962772,17305.89971,49133.0823,5
70.472,78.66966963,17305.58353,49149.2527,5
70.473,78.6680307,17305.41293,49161.2274,5
70.474,78.66473115,17305.39083,49168.8528,5
70.475,78.65981161,17305.51832,49172.0361,5
70.476,78.65333264,17305.79453,49170.7412,5
70.477,78.645374,17306.21664,49164.9819,5
70.478,78.63603368,17306.77992,49154.8284,5
70.479,78.62542676,17307.47768,49140.4117,5
70.48,78.61368395,17308.30142,49121.9159,5
70.481,78.60095008,17309.2409,49099.5699,5
70.482,78.58738232,17310.28423,49073.6521,5
70.483,78.57314827,17311.4181,49044.4908,5
70.484,78.55842392,17312.62789,49012.4528,5
70.485,78.54339149,17313.89795,48977.9348,5
70.486,78.52823721,17315.21174,48941.3661,5
70.487,78.513149,17316.55217,48903.2067,5
70.488,78.49831417,17317.90177,48863.9323,5
70.489,78.48391707,17319.243,48824.0267,5
70.49,78.47013679,17320.55847,48783.9847,5
70.491,78.45714495,17321.83124,48744.3069,5
70.492,78.44510348,17323.045,48705.4839,5
70.493,78.43416263,17324.18435,48667.991,5
70.494,78.42445901,17325.23498,48632.2918,5
70.495,78.41611392,17326.18387,48598.8307,5
70.496,78.40923175,17327.01944,48568.0182,5
70.497,78.40389863,17327.73171,48540.2293,5
70.498,78.40018139,17328.31235,48515.8077,5
70.499,78.39812663,17328.75483,48495.0571,5
70.5,78.39776016,17329.05441,48478.23,5
70.501,78.39908665,17329.20818,48465.5297,5
70.502,78.40208956,17329.21507,48457.1152,5
70.503,78.40673136,17329.0758,48453.093,5
70.504,78.412954,17328.79285,48453.5098,5
70.505,78.42067966,17328.37037,48458.3584,5
70.506,78.42981175,17327.81412,48467.5834,5
70.507,78.44023613,17327.13136,48481.0746,5
70.508,78.45182258,17326.33074,48498.6633,5
70.509,78.46442645,17325.42218,48520.1323,5
70.51,78.47789052,17324.41678,48545.2223,5
70.511,78.49204695,17323.32664,48573.6265,5
70.512,78.50671945,17322.16477,48604.9917,5
70.513,78.52172547,17320.94495,48638.9307,5
70.514,78.5368785,17319.68155,48675.0293,5
70.515,78.55199038,17318.38944,48712.8422,5
70.516,78.56687367,17317.08384,48751.8973,5
70.517,78.58134397,17315.78013,48791.711,5
70.518,78.59522216,17314.49374,48831.794,5
70.519,78.60833664,17313.23999,48871.6477,5
70.52,78.62052543,17312.03391,48910.7718,5
70.521,78.63163809,17310.8901,48948.6805,5
70.522,78.64153762,17309.82256,48984.9052,5
70.523,78.65010207,17308.84451,49018.9915,5
70.524,78.65722602,17307.96828,49050.5097,5
70.525,78.66282185,17307.20506,49079.0678,5
70.526,78.66682078,17306.56483,49104.3117,5
70.527,78.66917372,17306.05617,49125.9225,5
70.528,78.6698518,17305.68612,49143.6263,5
70.529,78.66884677,17305.46006,49157.2043,5
70.53,78.66617106,17305.38162,49166.489,5
70.531,78.66185763,17305.45258,49171.3611,5
70.532,78.65595959,17305.67281,49171.7576,5
70.533,78.64854954,17306.04024,49167.6775,5
70.534,78.63971871,17306.55085,49159.1746,5
70.535,78.62957586,17307.1987,49146.3525,5
70.536,78.61824599,17307.97595,49129.371,5
70.537,78.60586878,17308.873,49108.4477,5
70.538,78.59259696,17309.87858,49083.8465,5
70.539,78.57859441,17310.97989,49055.8714,5
70.54,78.56403421,17312.16278,49024.8723,5
70.541,78.54909647,17313.41196,48991.2413,5
70.542,78.53396619,17314.71121,48955.3983,5
70.543,78.51883091,17316.04361,48917.7858,5
70.544,78.50387845,17317.39181,48878.8727,5
70.545,78.48929455,17318.73826,48839.1475,5
70.546,78.47526056,17320.06549,48799.1018,5
70.547,78.46195118,17321.35635,48759.2281,5
70.548,78.44953224,17322.59427,48720.0218,5
70.549,78.43815865,17323.76349,48681.9714,5
70.55,78.42797237,17324.84925,48645.5444,5
70.551,78.41910071,17325.83802,48611.1866,5
70.552,78.41165458,17326.71768,48579.3238,5
70.553,78.40572717,17327.47761,48550.3513,5
70.554,78.40139273,17328.10886,48524.6224,5
70.555,78.39870558,17328.60421,48502.4505,5
70.556,78.39769944,17328.95823,48484.1112,5
70.557,78.39838698,17329.16732,48469.8323,5
70.558,78.40075968,17329.22972,48459.7855,5
70.559,78.4047879,17329.14549,48454.0925,5
70.56,78.41042126,17328.91643,48452.8274,5
70.561,78.41758931,17328.54609,48456.0078,5
70.562,78.42620243,17328.03962,48463.5912,5
70.563,78.43615295,17327.40372,48475.4841,5
70.564,78.44731653,17326.64653,48491.5456,5
70.565,78.45955377,17325.77752,48511.5796,5
70.566,78.47271199,17324.80734,48535.3362,5
70.567,78.4866271,17323.74774,48562.5239,5
70.568,78.50112575,17322.6114,48592.813,5
70.569,78.5160275,17321.41181,48625.8301,5
70.57,78.53114706,17320.16315,48661.164,5
70.571,78.54629661,17318.88012,48698.3798,5
70.572,78.56128817,17317.57782,48737.0216,5
70.573,78.57593592,17316.27158,48776.6095,5
70.574,78.59005848,17314.97684,48816.6487,5
70.575,78.60348117,17313.70897,48856.6445,5
70.576,78.61603811,17312.48313,48896.103,5
70.577,78.62757429,17311.31411,48934.5305,5
70.578,78.63794742,17310.21614,48971.4447,5
70.579,78.64702969,17309.20278,49006.3879,5
70.58,78.65470927,17308.28669,49038.9262,5
70.581,78.66089168,17307.47952,49068.6497,5
70.582,78.66550091,17306.79173,49095.1836,5
70.583,78.66848034,17306.23244,49118.1993,5
70.584,78.66979341,17305.80928,49137.4104,5
70.585,78.66942406,17305.52829,49152.5725,5
70.586,78.6673769,17305.39375,49163.4937,5
70.587,78.66367718,17305.40817,49170.0416,5
70.588,78.65837044,17305.57213,49172.1356,5
70.589,78.65152201,17305.88431,49169.7456,5
70.59,78.64321621,17306.34141,49162.9015,5
70.591,78.63355531,17306.93821,49151.6943,5
70.592,78.62265834,17307.6676,49136.2653,5
70.593,78.61065961,17308.52062,49116.804,5
70.594,78.59770715,17309.48661,49093.5556,5
70.595,78.58396084,17310.55334,49066.8161,5
70.596,78.56959053,17311.70714,49036.9193,5
70.597,78.55477393,17312.93314,49004.2351,5
70.598,78.53969445,17314.21542,48969.1736,5
70.599,78.52453894,17315.53732,48932.1761,5
70.6,78.5094954,17316.8816,48893.7014,5
70.601,78.49475063,17318.23078,48854.2247,5
70.602,78.48048789,17319.56731,48814.2388,5
70.603,78.46688467,17320.8739,48774.243,5
70.604,78.45411041,17322.13373,48734.7297,5
70.605,78.44232436,17323.3307,48696.1848,5
70.606,78.43167363,17324.44965,48659.0877,5
70.607,78.42229123,17325.47658,48623.8985,5
70.608,78.41429447,17326.39881,48591.0475,5
70.609,78.40778339,17327.20513,48560.9368,5
70.61,78.40283952,17327.88595,48533.9406,5
70.611,78.39952479,17328.43338,48510.3925,5
70.612,78.39788078,17328.84133,48490.5777,5
70.613,78.39792816,17329.10549,48474.7384,5
70.614,78.39966642,17329.22342,48463.0734,5
70.615,78.40307385,17329.19448,48455.7269,5
70.616,78.40810786,17329.01983,48452.7849,5
70.617,78.4147055,17328.70235,48454.284,5
70.618,78.42278426,17328.24661,48460.2106,5
70.619,78.43224314,17327.65874,48470.4925,5
70.62,78.44296393,17326.94635,48484.9995,5
70.621,78.45481273,17326.1184,48503.5555,5
70.622,78.46764163,17325.18513,48525.9372,5
70.623,78.48129064,17324.15787,48551.8686,5
70.624,78.49558966,17323.04899,48581.0271,5
70.625,78.51036066,17321.87167,48613.0563,5
70.626,78.5254199,17320.63985,48647.5653,5
70.627,78.54058025,17319.36805,48684.1258,5
70.628,78.55565353,17318.07124,48722.283,5
70.629,78.57045281,17316.76467,48761.5677,5
70.63,78.58479478,17315.46377,48801.496,5
70.631,78.59850195,17314.18395,48841.5695,5
70.632,78.61140489,17312.94047,48881.2875,5
70.633,78.62334425,17311.74827,48920.1592,5
70.634,78.63417273,17310.62182,48957.7025,5
70.635,78.64375684,17309.57494,48993.4455,5
70.636,78.65197855,17308.62067,49026.9399,5
70.637,78.65873667,17307.77104,49057.7708,5
70.638,78.66394809,17307.037,49085.5539,5
70.639,78.66754879,17306.42817,49109.9371,5
70.64,78.66949456,17305.95277,49130.614,5
70.641,78.66976155,17305.61745,49147.33,5
70.642,78.66834655,17305.42718,49159.8758,5
70.643,78.66526704,17305.38513,49168.0898,5
70.644,78.66056095,17305.49263,49171.8698,5
70.645,78.6542862,17305.74908,49171.1731,5
70.646,78.64652004,17306.15193,49166.0082,5
70.647,78.6373581,17306.69668,49156.4362,5
70.648,78.62691322,17307.37692,49142.5793,5
70.649,78.61531414,17308.18438,49124.616,5
70.65,78.60270388,17309.10904,49102.7701,5
70.651,78.58923809,17310.13924,49077.312,5
70.652,78.57508306,17311.26182,49048.5633,5
70.653,78.56041381,17312.46235,49016.8872,5
70.654,78.54541184,17313.72529,48982.6769,5
70.655,78.53026298,17315.03422,48946.3566,5
70.656,78.51515505,17316.3721,48908.382,5
70.657,78.5002756,17317.72149,48869.2285,5
70.658,78.48580948,17319.06485,48829.3794,5
70.659,78.47193664,17320.38476,48789.3269,5
70.66,78.45882981,17321.66419,48749.571,5
70.661,78.44665234,17322.88675,48710.6058,5
70.662,78.43555616,17324.0369,48672.9087,5
70.663,78.4256798,17325.10017,48636.9435,5
70.664,78.41714671,17326.06336,48603.158,5
70.665,78.4100636,17326.9147,48571.9691,5
70.666,78.40451914,17327.64397,48543.7561,5
70.667,78.40058278,17328.24262,48518.8657,5
70.668,78.39830387,17328.70388,48497.608,5
70.669,78.39771101,17329.02277,48480.244,5
70.67,78.39881172,17329.19613,48466.9825,5
70.671,78.40159228,17329.22265,48457.9874,5
70.672,78.40601795,17329.10281,48453.3736,5
70.673,78.41203338,17328.83885,48453.1968,5
70.674,78.41956334,17328.43473,48457.4556,5
70.675,78.42851369,17327.89597,48466.1005,5
70.676,78.43877255,17327.22965,48479.0296,5
70.677,78.45021176,17326.44423,48496.0826,5
70.678,78.46268849,17325.54948,48517.0475,5
70.679,78.47604709,17324.55634,48541.6697,5
70.68,78.49012103,17323.47679,48569.6501,5
70.681,78.50473501,17322.32373,48600.6419,5
70.682,78.51970719,17321.11083,48634.2605,5
70.683,78.53485145,17319.8524,48670.095,5
70.684,78.54997972,17318.56326,48707.7054,5
70.685,78.56490433,17317.25857,48746.6229,5
70.686,78.57944034,17315.95371,48786.3636,5
70.687,78.59340779,17314.66412,48826.4387,5
70.688,78.60663396,17313.40513,48866.352,5
70.689,78.61895545,17312.19182,48905.6028,5
70.69,78.63022019,17311.03886,48943.7014,5
70.691,78.64028927,17309.96034,48980.1772,5
70.692,78.64903864,17308.9696,49014.575,5
70.693,78.6563606,17308.07908,49046.4607,5
70.694,78.66216507,17307.30015,49075.4355,5
70.695,78.66638072,17306.64296,49101.1411,5
70.696,78.66895578,17306.11627,49123.2548,5
70.697,78.66985865,17305.72734,49141.4951,5
70.698,78.66907831,17305.48178,49155.6349,5
70.699,78.66662443,17305.38347,49165.5011,5
70.7,78.66252726,17305.43443,49170.9683,5
70.701,78.65683723,17305.63479,49171.9647,5
70.702,78.64962438,17305.98273,49168.4806,5
70.703,78.64097752,17306.47451,49160.5636,5
70.704,78.63100314,17307.10443,49148.3112,5
70.705,78.61982414,17307.8649,49131.8746,5
70.706,78.60757834,17308.74656,49111.4634,5
70.707,78.59441682,17309.73834,49087.3367,5
70.708,78.5805021,17310.82764,49059.7938,5
70.709,78.56600614,17312.00049,49029.1773,5
70.71,78.55110824,17313.24174,48995.8737,5
70.711,78.53599286,17314.53526,48960.301,5
70.712,78.52084736,17315.86423,48922.899,5
70.713,78.50585964,17317.21133,48884.1319,5
70.714,78.49121586,17318.55903,48844.486,5
70.715,78.47709809,17319.88983,48804.4547,5
70.716,78.46368204,17321.18653,48764.5301,5
70.717,78.45113487,17322.43246,48725.2058,5
70.718,78.43961303,17323.61173,48686.9727,5
70.719,78.42926036,17324.70946,48650.3027,5
70.72,78.42020619,17325.71193,48615.6437,5
70.721,78.41256373,17326.60683,48583.4235,5
70.722,78.40642861,17327.38332,48554.0428,5
70.723,78.40187767,17328.03222,48527.8618,5
70.724,78.39896794,17328.54608,48505.198,5
70.725,78.39773592,17328.91924,48486.3318,5
70.726,78.39819712,17329.14785,48471.4986,5
70.727,78.40034584,17329.22989,48460.8785,5
70.728,78.40415525,17329.16519,48454.5986,5
70.729,78.40957772,17328.95532,48452.7388,5
70.73,78.41654544,17328.6036,48455.3259,5
70.731,78.42497126,17328.11497,48462.3256,5
70.732,78.43474987,17327.49593,48473.65,5
70.733,78.44575908,17326.75443,48489.1639,5
70.734,78.45786139,17325.89977,48508.68,5
70.735,78.47090578,17324.94246,48531.9558,5
70.736,78.48472958,17323.89409,48558.7033,5
70.737,78.49916056,17322.76724,48588.5978,5
70.738,78.51401908,17321.5753,48621.2733,5
70.739,78.52912036,17320.33236,48656.323,5
70.74,78.54427681,17319.05306,48693.3131,5
70.741,78.55930032,17317.75245,48731.791,5
70.742,78.57400464,17316.44584,48771.2811,5
70.743,78.58820768,17315.14867,48811.2893,5
70.744,78.60173373,17313.87632,48851.3192,5
70.745,78.61441561,17312.644,48890.8776,5
70.746,78.62609676,17311.46655,48929.4715,5
70.747,78.63663308,17310.35828,48966.6156,5
70.748,78.64589472,17309.33286,49001.8475,5
70.749,78.65376764,17308.40307,49034.7312,5
70.75,78.66015497,17307.58071,49064.8538,5
70.751,78.66497817,17306.87641,49091.8345,5
70.752,78.668178,17306.29946,49115.3375,5
70.753,78.66971517,17305.85773,49135.0719,5
70.754,78.66957088,17305.55744,49150.7879,5
70.755,78.66774696,17305.40314,49162.2853,5
70.756,78.66426591,17305.39757,49169.423,5
70.757,78.65917061,17305.54158,49172.1148,5
70.758,78.65252377,17305.8341,49170.3243,5
70.759,78.64440721,17306.27209,49164.0718,5
70.76,78.63492089,17306.85059,49153.44,5
70.761,78.62418167,17307.56274,49138.5652,5
70.762,78.61232191,17308.39981,49119.6306,5
70.763,78.59948791,17309.35138,49096.8724,5
70.764,78.58583807,17310.40541,49070.5802,5
70.765,78.57154102,17311.54841,49041.0848,5
70.766,78.55677355,17312.76566,49008.7509,5
70.767,78.54171844,17314.04137,48973.982,5
70.768,78.52656221,17315.35896,48937.2164,5
70.769,78.51149284,17316.70126,48898.9123,5
70.77,78.49669742,17318.0508,48859.5418,5
70.771,78.48235983,17319.39003,48819.5948,5
70.772,78.46865846,17320.70161,48779.5711,5
70.773,78.45576393,17321.96864,48739.9653,5
70.774,78.443837,17323.17491,48701.2635,5
70.775,78.4330265,17324.30513,48663.9454,5
70.776,78.42346743,17325.34512,48628.4752,5
70.777,78.41527929,17326.28203,48595.2881,5
70.778,78.4085645,17327.10443,48564.7892,5
70.779,78.40340713,17327.80252,48537.356,5
70.78,78.39987179,17328.36818,48513.329,5
70.781,78.39800283,17328.79505,48493.0008,5
70.782,78.39782371,17329.07862,48476.618,5
70.783,78.39933676,17329.21617,48464.3849,5
70.784,78.40252311,17329.20683,48456.4547,5
70.785,78.40734292,17329.05152,48452.9215,5
70.786,78.41373593,17328.75291,48453.8268,5
70.787,78.42162218,17328.31533,48459.1639,5
70.788,78.43090308,17327.74471,48468.8699,5
70.789,78.44146263,17327.04846,48482.8221,5
70.79,78.45316894,17326.23539,48500.8487,5
70.791,78.46587587,17325.31557,48522.7333,5
70.792,78.47942491,17324.30018,48548.2081,5
70.793,78.49364721,17323.20146,48576.9559,5
70.794,78.50836566,17322.03249,48608.6231,5
70.795,78.52339716,17320.80713,48642.824,5
70.796,78.53855489,17319.53981,48679.1365,5
70.797,78.55365068,17318.24546,48717.1077,5
70.798,78.5684973,17316.93931,48756.2691,5
70.799,78.58291081,17315.63676,48796.1395,5
70.8,78.59671284,17314.35323,48836.223,5
70.801,78.60973274,17313.10402,48876.0176,5
70.802,78.6218097,17311.90412,48915.0301,5
70.803,78.6327947,17310.76806,48952.7783,5
70.804,78.64255232,17309.70978,48988.7889,5
70.805,78.65096236,17308.74241,49022.609,5
70.806,78.65792132,17307.87814,49053.8183,5
70.807,78.6633436,17307.12805,49082.0296,5
70.808,78.66716259,17306.50198,49106.8866,5
70.809,78.66933138,17306.00833,49128.075,5
70.81,78.66982339,17305.65396,49145.3329,5
70.811,78.66863264,17305.44408,49158.4463,5
70.812,78.66577385,17305.3821,49167.2473,5
70.813,78.66128224,17305.46961,49171.6237,5
70.814,78.65521309,17305.70625,49171.5253,5
70.815,78.64764113,17306.08975,49166.9553,5
70.816,78.63865957,17306.61587,49157.9673,5
70.817,78.62837905,17307.27843,49144.6738,5
70.818,78.61692625,17308.06944,49127.2467,5
70.819,78.60444239,17308.97907,49105.9053,5
70.82,78.59108153,17309.99589,49080.913,5
70.821,78.57700866,17311.10694,49052.5836,5
70.822,78.56239775,17312.29793,49021.2761,5
70.823,78.54742956,17313.55346,48987.381,5
70.824,78.53228948,17314.85722,48951.3174,5
70.825,78.51716519,17316.19223,48913.5364,5
70.826,78.50224441,17317.5411,48874.5122,5
70.827,78.4877125,17318.88628,48834.7281,5
70.828,78.47375019,17320.21032,48794.6743,5
70.829,78.46053129,17321.49613,48754.8496,5
70.83,78.44822054,17322.72721,48715.7502,5
70.831,78.4369715,17323.8879,48677.8569,5
70.832,78.42692461,17324.96358,48641.6343,5
70.833,78.41820542,17325.94086,48607.532,5
70.834,78.41092298,17326.80777,48575.9729,5
70.835,78.40516842,17327.55389,48547.342,5
70.836,78.40101382,17328.17043,48521.9889,5
70.837,78.39851126,17328.65038,48500.2287,5
70.838,78.39769215,17328.98852,48482.331,5
70.839,78.39856683,17329.18145,48468.5114,5
70.84,78.40112442,17329.2276,48458.9382,5
70.841,78.40533297,17329.12723,48453.7336,5
70.842,78.41113984,17328.88235,48452.9628,5
70.843,78.41847243,17328.49667,48456.6313,5
70.844,78.42723904,17327.97553,48464.6944,5
70.845,78.43733008,17327.3258,48477.0583,5
70.846,78.44861949,17326.55576,48493.5716,5
70.847,78.46096631,17325.67502,48514.028,5
